article_id,article_url,article_slug,published_date,year,quarter,month,month_name,iso_week,day_of_month,day_of_week_num,day_of_week,author,title,genre_tag,artist,album,record_label,is_independent,label_location_raw,location_clean,city,state,country,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
6e4f40c6cc6d9a51,,,2016-06-14,2016,2,6,June,24,14,1,Tuesday,Amanda Wicks,"Bert Jansch, From the Outside",,Bert Jansch,From the Outside,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85770s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
e5d2189cbfbe5c68,,,2016-06-15,2016,2,6,June,24,15,2,Wednesday,Louis Pattison,"Mala, Mirrors",,Mala,Mirrors,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85770s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c37180cb016539be,,,2016-06-16,2016,2,6,June,24,16,3,Thursday,Nick Williams,"Kali Phoenix, Voices",,Kali Phoenix,Voices,Independent Artist,True,"Glasgow, UK","Glasgow, United Kingdom",Glasgow,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85771s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
0cb7b1ee1108d444,,,2016-06-17,2016,2,6,June,24,17,4,Friday,J. Edward Keyes,"Various Artists, City Beautiful: A Compilation for Pulse",,Various Artists,City Beautiful: A Compilation for Pulse,Pulse Compilation,False,"Orlando, Florida","Orlando, Florida",Orlando,Florida,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85771s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
df485b279860493b,,,2016-06-20,2016,2,6,June,25,20,0,Monday,Andy Battaglia,"Ben Lukas Boysen, Spells",,Ben Lukas Boysen,Spells,Independent Artist,True,"Berlin, Germany","Berlin, Germany",Berlin,,Germany,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85771s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d100b56168ba4e62,,,2016-06-22,2016,2,6,June,25,22,2,Wednesday,Maura Johnston,"Steady Holiday, Under the Influence",,Steady Holiday,Under the Influence,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85771s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d110c8429ca06e72,,,2016-06-23,2016,2,6,June,25,23,3,Thursday,Nate Patrin,"DJ Shadow, The Mountain Will Fall",,DJ Shadow,The Mountain Will Fall,Independent Artist,True,California,California,,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85771s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
1ceff517f3fa1d48,,,2016-06-24,2016,2,6,June,25,24,4,Friday,Leor Galil,"Jeff Parker, The New Breed",,Jeff Parker,The New Breed,International Anthem,False,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85772s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
a4c02a8752abe48e,,,2016-06-27,2016,2,6,June,26,27,0,Monday,Andy O'Connor,"RLYR, Delayer",,RLYR,Delayer,Independent Artist,True,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85772s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
7b049a2c514d661f,,,2016-06-28,2016,2,6,June,26,28,1,Tuesday,Andy O'Connor,"Blut Aus Nord/Aevangelist, Codex Obscura Nomina",,Blut Aus Nord/Aevangelist,Codex Obscura Nomina,Blut Aus Nord,False,France,France,,,France,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85772s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
35f916ac81568dfe,,,2016-06-29,2016,2,6,June,26,29,2,Wednesday,Max Savage Levenson,"Deerhoof, The Magic",,Deerhoof,The Magic,Independent Artist,True,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85772s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
cd605768c0634a6f,,,2016-06-30,2016,2,6,June,26,30,3,Thursday,Amanda Wicks,"Oh Pep!, Stadium Cake",,Oh Pep!,Stadium Cake,Independent Artist,True,"Melbourne, Australia","Melbourne, Australia",Melbourne,,Australia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85772s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
b4537b07a2ec7102,,,2016-07-05,2016,3,7,July,27,5,1,Tuesday,Nate Patrin,"Lindstrøm, Windings",,Lindstrøm,Windings,Independent Artist,True,Norway,Norway,,,Norway,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85773s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
322859f90af43eac,,,2016-07-06,2016,3,7,July,27,6,2,Wednesday,Sam Lefebvre,"Terry, Terry HQ",,Terry,Terry HQ,Independent Artist,True,"Melbourne, Australia","Melbourne, Australia",Melbourne,,Australia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85773s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9f35897a4068ffaa,,,2016-07-07,2016,3,7,July,27,7,3,Thursday,Maria Sherman,"Lady Pills, Despite",,Lady Pills,Despite,Babe City Records,False,"Washington, D.C.","Washington, D.C.",Washington,D.C.,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85773s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
7a693d73c0393e61,,,2016-07-08,2016,3,7,July,27,8,4,Friday,Whitney Phaneuf,"Carla Bozulich, Red-Headed Stranger",,Carla Bozulich,Red-Headed Stranger,Folktale Records,False,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85774s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
b876f5f7f8dab094,,,2016-07-11,2016,3,7,July,28,11,0,Monday,Danny Riley,"ASUNA, Tide Ripples",,ASUNA,Tide Ripples,Home Normal,False,"Brighton And Hove, UK","Brighton And Hove, United Kingdom",Brighton And Hove,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85774s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c1f7869764a378ce,,,2016-07-12,2016,3,7,July,28,12,1,Tuesday,Max Savage Levenson,"Sugar Candy Mountain, 666",,Sugar Candy Mountain,666,Independent Artist,True,California,California,,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85774s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d1338fe097661558,,,2016-07-13,2016,3,7,July,28,13,2,Wednesday,Andy Battaglia,"Jeffrey Brodsky, No Light and No Land Anywhere",,Jeffrey Brodsky,No Light and No Land Anywhere,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85774s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
27396463d7e5e897,,,2016-07-14,2016,3,7,July,28,14,3,Thursday,Erika Szabo,"Odonis Odonis, Post Plague",,Odonis Odonis,Post Plague,Independent Artist,True,"Toronto, Ontario","Toronto, Ontario",Toronto,Ontario,Canada,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85775s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ae0ba4589033e91f,,,2016-07-15,2016,3,7,July,28,15,4,Friday,Nnamdi Bawsism,"Pure Disgust, Pure Disgust",,Pure Disgust,Pure Disgust,Independent Artist,True,"Washington, D.C., D.C.","Washington, D.C.",Washington,D.C.,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85775s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
23c25c398b88609a,,,2016-07-19,2016,3,7,July,29,19,1,Tuesday,Michael Berdan,"Controlled Bleeding, Distress Signals I and II",,Controlled Bleeding,Distress Signals I and II,Independent Artist,True,,,,,,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85775s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
80bad62cddf1bd50,,,2016-07-20,2016,3,7,July,29,20,2,Wednesday,D.L. Chandler,"LoopWhole Beats & EastKoast, Only in AmeriKKKa",,LoopWhole Beats & EastKoast,Only in AmeriKKKa,Loopwhole Beats,False,"Manhattan, New York","Manhattan, New York",Manhattan,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85775s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
659749be6589255e,,,2016-07-21,2016,3,7,July,29,21,3,Thursday,Max Savage Levenson,"Various Artists, OIM: Vol. II Compilation",,Various Artists,OIM: Vol. II Compilation,OIM Records,False,"Oakland, California","Oakland, California",Oakland,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85776s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
403d826914934fb4,,,2016-07-25,2016,3,7,July,30,25,0,Monday,David Sackllah,"Wreck and Reference, Indifferent Rivers Romance End",,Wreck and Reference,Indifferent Rivers Romance End,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85776s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
402cc537e6691241,,,2016-07-26,2016,3,7,July,30,26,1,Tuesday,Simon Chandler,"2814, Rain Temple",,2814,Rain Temple,Dream Catalogue,False,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85776s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ff1f5f4c51371ffb,,,2016-07-27,2016,3,7,July,30,27,2,Wednesday,Richard Gehr,"Various Artists, The Calais Sessions",,Various Artists,The Calais Sessions,The Calais Sessions,False,UK,United Kingdom,,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85777s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
0ebbe1062c786a5e,,,2016-07-28,2016,3,7,July,30,28,3,Thursday,Valerie Veteto,"Jay Som, Turn Into",,Jay Som,Turn Into,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85777s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
8f6ae50834ed9ebe,,,2016-07-29,2016,3,7,July,30,29,4,Friday,Ian Cohen,"Pkew Pkew Pkew, +One",,Pkew Pkew Pkew,+One,PKEW PKEW PKEW,False,"Toronto, Ontario","Toronto, Ontario",Toronto,Ontario,Canada,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85777s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c1a656c741188b9c,,,2016-08-01,2016,3,8,August,31,1,0,Monday,Brad Sanders,"Denouncement Pyre, Black Sun Unbound",,Denouncement Pyre,Black Sun Unbound,DENOUNCEMENT PYRE,False,"Melbourne, Australia","Melbourne, Australia",Melbourne,,Australia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85777s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
35a08249f21896d2,,,2016-08-02,2016,3,8,August,31,2,1,Tuesday,Joe Darling,"Hieroglyphic Being, The Disco's of Imhotep",,Hieroglyphic Being,The Disco's of Imhotep,Independent Artist,True,"Chicago, Illinois","Chicago, Illinois",Chicago,Illinois,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85778s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
28c963f40aaa8d85,,,2016-08-03,2016,3,8,August,31,3,2,Wednesday,Maura Johnston,"Terribly Yours, A Bloom Beyond",,Terribly Yours,A Bloom Beyond,Independent Artist,True,"Brooklyn, New York","Brooklyn, New York",Brooklyn,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85778s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
c66fd92c54ae205c,,,2016-08-05,2016,3,8,August,31,5,4,Friday,Michaelangelo Matos,"Steven Julien, Fallen",,Steven Julien,Fallen,Independent Artist,True,"London, UK","London, United Kingdom",London,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85778s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
314f777f63ba8644,,,2016-08-08,2016,3,8,August,32,8,0,Monday,Philip Sherburne,"Mike & Rich, Expert Knob Twiddlers",,Mike & Rich,Expert Knob Twiddlers,Mike & Rich,False,UK,United Kingdom,,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85779s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
926a0120023e3465,,,2016-08-10,2016,3,8,August,32,10,2,Wednesday,Mosi Reeves,"Jordan Rakei, Cloak",,Jordan Rakei,Cloak,Independent Artist,True,"Brisbane, Australia","Brisbane, Australia",Brisbane,,Australia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85779s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
68355f0803547315,,,2016-08-11,2016,3,8,August,32,11,3,Thursday,J. Edward Keyes,"VATS, Green Glass Room",,VATS,Green Glass Room,Independent Artist,True,"Seattle, Washington","Seattle, Washington",Seattle,Washington,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85779s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
d57aa3298f7d10e1,,,2016-08-12,2016,3,8,August,32,12,4,Friday,Sophie Weiner,"of Montreal, Innocence Reaches",,of Montreal,Innocence Reaches,Independent Artist,True,"Athens, Georgia","Athens, Georgia",Athens,,Georgia,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85779s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
5867e9664aa80e06,,,2016-08-15,2016,3,8,August,33,15,0,Monday,Tess Duncan,"Snail Mail, Habit",,Snail Mail,Habit,Independent Artist,True,"Baltimore, Maryland","Baltimore, Maryland",Baltimore,Maryland,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85779s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
249bed3f3d905304,,,2016-08-16,2016,3,8,August,33,16,1,Tuesday,Alex Wexelman,"Various Artists, Radiating Light: Orchid Tapes & Friends",,Various Artists,Radiating Light: Orchid Tapes & Friends,ORCHID TAPES,False,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85780s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
5efba1df12dca10e,,,2016-08-17,2016,3,8,August,33,17,2,Wednesday,Jonathan Bernstein,"Lydia Loveless, Real",,Lydia Loveless,Real,Independent Artist,True,"Columbus, Ohio","Columbus, Ohio",Columbus,Ohio,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85780s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
8ec49979d9b91df5,,,2016-08-18,2016,3,8,August,33,18,3,Thursday,Kira Grunenberg,"Cloud Caverns, Holy Gloom",,Cloud Caverns,Holy Gloom,Independent Artist,True,"Red Bank, Tennessee","Red Bank, Tennessee",Red Bank,Tennessee,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85780s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
196b9b23b4745fb5,,,2016-08-19,2016,3,8,August,33,19,4,Friday,Marvin Lin,"Thalia Zedek, Eve",,Thalia Zedek,Eve,Thalia Zedek Band,False,"Boston, Massachusetts","Boston, Massachusetts",Boston,Massachusetts,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85780s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
25ab8d8a2ed3c62c,,,2016-08-22,2016,3,8,August,34,22,0,Monday,Andrew Parks,"Pill, Convenience",,Pill,Convenience,Independent Artist,True,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85780s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
78656ee20332851b,,,2016-08-23,2016,3,8,August,34,23,1,Tuesday,Nnamdi Bawsism,"Roosevelt, Roosevelt",,Roosevelt,Roosevelt,Independent Artist,True,"Cologne, Germany","Cologne, Germany",Cologne,,Germany,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85781s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
edcd3d2fb51da346,,,2016-08-24,2016,3,8,August,34,24,2,Wednesday,Nate Patrin,"Various Artists, The Land (Music from the Motion Picture)",,Various Artists,The Land (Music from the Motion Picture),Mass Appeal,False,"New York, New York","New York, New York",New York,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85781s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9aade5a3e7f589c3,,,2016-08-25,2016,3,8,August,34,25,3,Thursday,Andrew Parks,"Horseback, Dead Ringers",,Horseback,Dead Ringers,Independent Artist,True,"Chapel Hill, North Carolina","Chapel Hill, North Carolina",Chapel Hill,North Carolina,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85781s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
05c29bc8680c989d,,,2016-08-26,2016,3,8,August,34,26,4,Friday,Andy Beta,"Various Artists, Mambos Levis D'Outro Mundo",,Various Artists,Mambos Levis D'Outro Mundo,Príncipe,False,"Lisbon, Portugal","Lisbon, Portugal",Lisbon,,Portugal,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85781s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
472497f4afaa0faf,,,2016-08-29,2016,3,8,August,35,29,0,Monday,Andrew Parks,"M.O.T.H., Westside Industrial",,M.O.T.H.,Westside Industrial,M.O.T.H,False,"Brooklyn, New York","Brooklyn, New York",Brooklyn,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85782s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
830824c51c2e0356,,,2016-08-30,2016,3,8,August,35,30,1,Tuesday,Marcus J. Moore,"Jaw Gems, Heatweaver",,Jaw Gems,Heatweaver,JAW GEMS,False,"Portland, Maine","Portland, Maine",Portland,Maine,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85782s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
ac3cbb010294594f,,,2016-08-31,2016,3,8,August,35,31,2,Wednesday,Marvin Lin,"The Album Leaf, Between Waves",,The Album Leaf,Between Waves,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85782s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
9387e87b39f4ad3c,,,2016-09-01,2016,3,9,September,35,1,3,Thursday,Brad Sanders,"SubRosa, For This We Fought the Battle of Ages",,SubRosa,For This We Fought the Battle of Ages,Profound Lore Records,False,"Kitchener, Ontario","Kitchener, Ontario",Kitchener,Ontario,Canada,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85782s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
fd1744b30b090549,,,2016-09-02,2016,3,9,September,35,2,4,Friday,Judy Berman,"Morgan Delt, Phase Zero",,Morgan Delt,Phase Zero,Independent Artist,True,"Los Angeles, California","Los Angeles, California",Los Angeles,California,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85782s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
37a139dd77b2ddd1,,,2016-09-05,2016,3,9,September,36,5,0,Monday,Michaelangelo Matos,"Hairy Hands, Magic",,Hairy Hands,Magic,James Alexander Bright,False,UK,United Kingdom,,,United Kingdom,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85783s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
de1e2090dad7ae4c,,,2016-09-06,2016,3,9,September,36,6,1,Tuesday,J. Edward Keyes,"Posh Lost, Posh Lost",,Posh Lost,Posh Lost,Mirror Universe Tapes,False,"Brooklyn, New York","Brooklyn, New York",Brooklyn,New York,United States,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85783s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
