article_id,article_url,published_date,year,quarter,month,month_name,iso_week,day_of_month,day_of_week_num,day_of_week,author,title,genre_tag,artist,album,record_label,is_independent,location_clean,city,state,country,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
6e4f40c6cc6d9a51,,2016-06-14,2016,2,6,June,24,14,1,Tuesday,Amanda Wicks,"Bert Jansch, From the Outside",,Bert Jansch,From the Outside,Independent Artist,True,"London, United Kingdom",London,,United Kingdom,matched,1W9yWenDlpfbAMgNdyIBUu,https://open.spotify.com/album/1W9yWenDlpfbAMgNdyIBUu,1FqG6mhiJbhbMg43ohCT6D,Bert Jansch,From the Outside,1985-01-01,day,album,15.0,https://i.scdn.co/image/ab67616d0000b2736d4dfdc251a8ffb3954b17af,matched,https://i.scdn.co/image/ab6761610000e5eb2a5531afbe1714c51458f650,https://open.spotify.com/artist/1FqG6mhiJbhbMg43ohCT6D
e5d2189cbfbe5c68,,2016-06-15,2016,2,6,June,24,15,2,Wednesday,Louis Pattison,"Mala, Mirrors",,Mala,Mirrors,Independent Artist,True,"London, United Kingdom",London,,United Kingdom,matched,6BV9LTitw8eS2xfLUIdSOS,https://open.spotify.com/album/6BV9LTitw8eS2xfLUIdSOS,0QTEYauMG3DrAVPXCYMseu,Mala,Mirrors,2016-06-24,day,album,14.0,https://i.scdn.co/image/ab67616d0000b273af4dc10d7d615d7a8b1e056e,matched,https://i.scdn.co/image/ab6761610000e5ebc52fb6e5a37e643277d2ee75,https://open.spotify.com/artist/0QTEYauMG3DrAVPXCYMseu
c37180cb016539be,,2016-06-16,2016,2,6,June,24,16,3,Thursday,Nick Williams,"Kali Phoenix, Voices",,Kali Phoenix,Voices,Independent Artist,True,"Glasgow, United Kingdom",Glasgow,,United Kingdom,matched,2Un3doBxZSnKDcgY5bWR0R,https://open.spotify.com/album/2Un3doBxZSnKDcgY5bWR0R,4eBW6931NFNsOC9Vk9W5CA,Kali Phoenix,Voices,2016-06-17,day,album,11.0,https://i.scdn.co/image/ab67616d0000b2737890365337b63e926e7ec0eb,matched,https://i.scdn.co/image/ab67616d0000b2737890365337b63e926e7ec0eb,https://open.spotify.com/artist/4eBW6931NFNsOC9Vk9W5CA
0cb7b1ee1108d444,,2016-06-17,2016,2,6,June,24,17,4,Friday,J. Edward Keyes,"Various Artists, City Beautiful: A Compilation for Pulse",,Various Artists,City Beautiful: A Compilation for Pulse,Pulse Compilation,False,"Orlando, Florida",Orlando,Florida,United States,no_match,,,,,,,,,,,,,
df485b279860493b,,2016-06-20,2016,2,6,June,25,20,0,Monday,Andy Battaglia,"Ben Lukas Boysen, Spells",,Ben Lukas Boysen,Spells,Independent Artist,True,"Berlin, Germany",Berlin,,Germany,matched,2VT721v3oyoK0Axq2IZXj0,https://open.spotify.com/album/2VT721v3oyoK0Axq2IZXj0,0lYoJnsYMVaAitj1pZVqER,Ben Lukas Boysen,Spells,2016-06-10,day,album,8.0,https://i.scdn.co/image/ab67616d0000b273707b95c215c776dd8be47269,matched,https://i.scdn.co/image/ab6761610000e5ebe7b5e36c5b75adc0b1070ddb,https://open.spotify.com/artist/0lYoJnsYMVaAitj1pZVqER
d100b56168ba4e62,,2016-06-22,2016,2,6,June,25,22,2,Wednesday,Maura Johnston,"Steady Holiday, Under the Influence",,Steady Holiday,Under the Influence,Independent Artist,True,"Los Angeles, California",Los Angeles,California,United States,matched,2ZlJ1jU1A3wEPkmq5mNcY0,https://open.spotify.com/album/2ZlJ1jU1A3wEPkmq5mNcY0,3jLDJWlhuDcbq1DTlWp0NM,Steady Holiday,Under the Influence,2016-06-24,day,album,9.0,https://i.scdn.co/image/ab67616d0000b273d52195651e47f1b443e90429,matched,https://i.scdn.co/image/ab6761610000e5eb0b3677e051d13388d549f7c7,https://open.spotify.com/artist/3jLDJWlhuDcbq1DTlWp0NM
d110c8429ca06e72,,2016-06-23,2016,2,6,June,25,23,3,Thursday,Nate Patrin,"DJ Shadow, The Mountain Will Fall",,DJ Shadow,The Mountain Will Fall,Independent Artist,True,California,,California,United States,matched,3OSeqyUWmkngEhQTTkdTSA,https://open.spotify.com/album/3OSeqyUWmkngEhQTTkdTSA,5CE2IfdYZEQGIDsfiRm8SI,DJ Shadow,The Mountain Will Fall,2016-06-24,day,album,13.0,https://i.scdn.co/image/ab67616d0000b2730b345678ef9735630f459341,matched,https://i.scdn.co/image/ab6761610000e5eb745460b0ffdbf5144c34498d,https://open.spotify.com/artist/5CE2IfdYZEQGIDsfiRm8SI
1ceff517f3fa1d48,,2016-06-24,2016,2,6,June,25,24,4,Friday,Leor Galil,"Jeff Parker, The New Breed",,Jeff Parker,The New Breed,International Anthem,False,"Chicago, Illinois",Chicago,Illinois,United States,matched,2JEQnH2XSiqcOHuEdfptb4,https://open.spotify.com/album/2JEQnH2XSiqcOHuEdfptb4,3AaY5O1qS0tcNPHwwMwplt,Jeff Parker,The New Breed,2016-06-24,day,album,8.0,https://i.scdn.co/image/ab67616d0000b273b6d0f0a4839fdedb47765f6c,matched,https://i.scdn.co/image/ab6761610000e5ebce3da339ce5013cd93217ba8,https://open.spotify.com/artist/3AaY5O1qS0tcNPHwwMwplt
a4c02a8752abe48e,,2016-06-27,2016,2,6,June,26,27,0,Monday,Andy O'Connor,"RLYR, Delayer",,RLYR,Delayer,Independent Artist,True,"Chicago, Illinois",Chicago,Illinois,United States,matched,7aNiN3P2HvZDrf0nsm5RZl,https://open.spotify.com/album/7aNiN3P2HvZDrf0nsm5RZl,7JagsmZemNJPKJD88YqI41,RLYR,Delayer,2016-06-17,day,album,4.0,https://i.scdn.co/image/ab67616d0000b2735bfb5ec760e6065d918235fd,matched,https://i.scdn.co/image/ab6761610000e5eb718ef92febfb62f7e1d795a9,https://open.spotify.com/artist/7JagsmZemNJPKJD88YqI41
7b049a2c514d661f,,2016-06-28,2016,2,6,June,26,28,1,Tuesday,Andy O'Connor,"Blut Aus Nord/Aevangelist, Codex Obscura Nomina",,Blut Aus Nord/Aevangelist,Codex Obscura Nomina,Blut Aus Nord,False,France,,,France,no_match,,,,,,,,,,,,,
35f916ac81568dfe,,2016-06-29,2016,2,6,June,26,29,2,Wednesday,Max Savage Levenson,"Deerhoof, The Magic",,Deerhoof,The Magic,Independent Artist,True,,,,,no_match,,,,,,,,,,,,,
cd605768c0634a6f,,2016-06-30,2016,2,6,June,26,30,3,Thursday,Amanda Wicks,"Oh Pep!, Stadium Cake",,Oh Pep!,Stadium Cake,Independent Artist,True,"Melbourne, Australia",Melbourne,,Australia,matched,6ysbXpZ5KgahW83AITCdKJ,https://open.spotify.com/album/6ysbXpZ5KgahW83AITCdKJ,3L9rqEIsNSaOcx2QIstn7v,Oh Pep!,Stadium Cake,2016-06-24,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273bd31d3a7c91e7533d36cc5ea,matched,https://i.scdn.co/image/ab6761610000e5eb5bb2b7786654007a093c18c0,https://open.spotify.com/artist/3L9rqEIsNSaOcx2QIstn7v
b4537b07a2ec7102,,2016-07-05,2016,3,7,July,27,5,1,Tuesday,Nate Patrin,"Lindstrøm, Windings",,Lindstrøm,Windings,Independent Artist,True,Norway,,,Norway,matched,6d7mMNoRpVK0z2v7OT7fe6,https://open.spotify.com/album/6d7mMNoRpVK0z2v7OT7fe6,2vTtjIqZ7hW0W15t1ApKTB,Lindstrøm,Windings,2016-07-08,day,single,3.0,https://i.scdn.co/image/ab67616d0000b2730fc981f964b735453fb7864d,matched,https://i.scdn.co/image/ab6761610000e5ebd1568d939c430c5ce7f1880a,https://open.spotify.com/artist/2vTtjIqZ7hW0W15t1ApKTB
322859f90af43eac,,2016-07-06,2016,3,7,July,27,6,2,Wednesday,Sam Lefebvre,"Terry, Terry HQ",,Terry,Terry HQ,Independent Artist,True,"Melbourne, Australia",Melbourne,,Australia,matched,2cmYAgHqCyLK3zN2SFGRj1,https://open.spotify.com/album/2cmYAgHqCyLK3zN2SFGRj1,7rVi5rhJnyxph7p39eKjJE,Terry,Terry HQ,2016-07-01,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273293f0738c4c4d6566c0204d0,matched,https://i.scdn.co/image/ab67616d0000b273293f0738c4c4d6566c0204d0,https://open.spotify.com/artist/7rVi5rhJnyxph7p39eKjJE
9f35897a4068ffaa,,2016-07-07,2016,3,7,July,27,7,3,Thursday,Maria Sherman,"Lady Pills, Despite",,Lady Pills,Despite,Babe City Records,False,"Washington, D.C.",Washington,District of Columbia,United States,matched,0LDZ1JIFzBmTIQAVqG9tc9,https://open.spotify.com/album/0LDZ1JIFzBmTIQAVqG9tc9,0saDlqBbxO1XrZbQFogMCV,Lady Pills,Despite,2018-04-09,day,album,11.0,https://i.scdn.co/image/ab67616d0000b273b4252a341527ce28469c5d28,matched,https://i.scdn.co/image/ab6761610000e5ebb6207b8e77aebaaaeb302a0d,https://open.spotify.com/artist/0saDlqBbxO1XrZbQFogMCV
7a693d73c0393e61,,2016-07-08,2016,3,7,July,27,8,4,Friday,Whitney Phaneuf,"Carla Bozulich, Red-Headed Stranger",,Carla Bozulich,Red-Headed Stranger,Folktale Records,False,"Los Angeles, California",Los Angeles,California,United States,matched,1L6fIIrUJKIHp22M3j7z7C,https://open.spotify.com/album/1L6fIIrUJKIHp22M3j7z7C,1J1ZZtNJAhoc2PJ3y5Un4Q,Carla Bozulich,Red Headed Stranger,2003,year,album,13.0,https://i.scdn.co/image/ab67616d0000b27357f457c700bdb73c1029d046,matched,https://i.scdn.co/image/958095b6d7aa46f56be9e79104c4b0c02e36f389,https://open.spotify.com/artist/1J1ZZtNJAhoc2PJ3y5Un4Q
b876f5f7f8dab094,,2016-07-11,2016,3,7,July,28,11,0,Monday,Danny Riley,"ASUNA, Tide Ripples",,ASUNA,Tide Ripples,Home Normal,False,"Brighton And Hove, United Kingdom",Brighton And Hove,,United Kingdom,no_match,,,,,,,,,,,,,
c1f7869764a378ce,,2016-07-12,2016,3,7,July,28,12,1,Tuesday,Max Savage Levenson,"Sugar Candy Mountain, 666",,Sugar Candy Mountain,666,Independent Artist,True,California,,California,United States,matched,0Y9pFvtCR52aFUxJfKjTMB,https://open.spotify.com/album/0Y9pFvtCR52aFUxJfKjTMB,3y6SKYXXP4lrliD6CzVXH3,Sugar Candy Mountain,666,2016-07-08,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273929c599271c20541811d4031,matched,https://i.scdn.co/image/ab6772690000c46cb1d842f8d488d6ba1abcfb81,https://open.spotify.com/artist/3y6SKYXXP4lrliD6CzVXH3
d1338fe097661558,,2016-07-13,2016,3,7,July,28,13,2,Wednesday,Andy Battaglia,"Jeffrey Brodsky, No Light and No Land Anywhere",,Jeffrey Brodsky,No Light and No Land Anywhere,Independent Artist,True,"Los Angeles, California",Los Angeles,California,United States,no_match,,,,,,,,,,,,,
27396463d7e5e897,,2016-07-14,2016,3,7,July,28,14,3,Thursday,Erika Szabo,"Odonis Odonis, Post Plague",,Odonis Odonis,Post Plague,Independent Artist,True,"Toronto, Ontario",Toronto,Ontario,Canada,matched,6Jp55dBgVnhVetaDomErDu,https://open.spotify.com/album/6Jp55dBgVnhVetaDomErDu,33qVw2pK7R3Io2tMPNOIf0,Odonis Odonis,Post Plague,2016-06-17,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273bf371a8bc2d2ec18731ffbe8,matched,https://i.scdn.co/image/ab6761610000e5eb0008cf4719e7ae6e3009a20b,https://open.spotify.com/artist/33qVw2pK7R3Io2tMPNOIf0
ae0ba4589033e91f,,2016-07-15,2016,3,7,July,28,15,4,Friday,Nnamdi Bawsism,"Pure Disgust, Pure Disgust",,Pure Disgust,Pure Disgust,Independent Artist,True,"Washington, D.C.",Washington,District of Columbia,United States,no_match,,,,,,,,,,,,,
23c25c398b88609a,,2016-07-19,2016,3,7,July,29,19,1,Tuesday,Michael Berdan,"Controlled Bleeding, Distress Signals I and II",,Controlled Bleeding,Distress Signals I and II,Independent Artist,True,,,,,no_match,,,,,,,,,,,,,
80bad62cddf1bd50,,2016-07-20,2016,3,7,July,29,20,2,Wednesday,D.L. Chandler,"LoopWhole Beats & EastKoast, Only in AmeriKKKa",,LoopWhole Beats & EastKoast,Only in AmeriKKKa,Loopwhole Beats,False,"Manhattan, New York",New York,New York,United States,no_match,,,,,,,,,,,,,
659749be6589255e,,2016-07-21,2016,3,7,July,29,21,3,Thursday,Max Savage Levenson,"Various Artists, OIM: Vol. II Compilation",,Various Artists,OIM: Vol. II Compilation,OIM Records,False,"Oakland, California",Oakland,California,United States,no_match,,,,,,,,,,,,,
403d826914934fb4,,2016-07-25,2016,3,7,July,30,25,0,Monday,David Sackllah,"Wreck and Reference, Indifferent Rivers Romance End",,Wreck and Reference,Indifferent Rivers Romance End,Independent Artist,True,"Los Angeles, California",Los Angeles,California,United States,matched,3pL5jXrtCtUrCKOC6u2H7c,https://open.spotify.com/album/3pL5jXrtCtUrCKOC6u2H7c,694llXQWlAvZlnG3qA1nkJ,Wreck and Reference,Indifferent Rivers Romance End,2016-07-22,day,album,10.0,https://i.scdn.co/image/ab67616d0000b2737a74856a8cb094f2ada7cd12,matched,https://i.scdn.co/image/ab6761610000e5eb5fb54f5b2bb7802901aa3737,https://open.spotify.com/artist/694llXQWlAvZlnG3qA1nkJ
402cc537e6691241,,2016-07-26,2016,3,7,July,30,26,1,Tuesday,Simon Chandler,"2814, Rain Temple",,2814,Rain Temple,Dream Catalogue,False,"London, United Kingdom",London,,United Kingdom,matched,18EtfdFj2SRKkK7Uy3u2yC,https://open.spotify.com/album/18EtfdFj2SRKkK7Uy3u2yC,2wBpW4bAGYVe0yJcBeCTyd,２８１４,Rain Temple,2016-07-26,day,album,8.0,https://i.scdn.co/image/ab67616d0000b273429f9ba4e67ea3d5dfd5ad73,matched,https://i.scdn.co/image/ab6761610000e5eb5a96d8961611ce5321a62d8c,https://open.spotify.com/artist/2wBpW4bAGYVe0yJcBeCTyd
ff1f5f4c51371ffb,,2016-07-27,2016,3,7,July,30,27,2,Wednesday,Richard Gehr,"Various Artists, The Calais Sessions",,Various Artists,The Calais Sessions,The Calais Sessions,False,United Kingdom,,,United Kingdom,matched,54PkYxkStg8gnc1oZcGLeV,https://open.spotify.com/album/54PkYxkStg8gnc1oZcGLeV,0LyfQWJT6nXafLPZqxe9Of,Various Artists,The Calais Sessions,2016-07-29,day,compilation,13.0,https://i.scdn.co/image/ab67616d0000b2738e4c280ee4983934897fd6b6,matched,https://i.scdn.co/image/ab6761610000e5eb6b134287e3095d2c84b7932a,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
0ebbe1062c786a5e,,2016-07-28,2016,3,7,July,30,28,3,Thursday,Valerie Veteto,"Jay Som, Turn Into",,Jay Som,Turn Into,Independent Artist,True,"Los Angeles, California",Los Angeles,California,United States,matched,1tW2xzjwARfKVOQp6e43Fj,https://open.spotify.com/album/1tW2xzjwARfKVOQp6e43Fj,1wmiQ6ytATiGnJs6uFluKO,Jay Som,Turn Into,2016-11-18,day,album,9.0,https://i.scdn.co/image/ab67616d0000b273213c640182cad8d558d71d0d,matched,https://i.scdn.co/image/ab6761610000e5eb867cb7824e08908c21fbaa15,https://open.spotify.com/artist/1wmiQ6ytATiGnJs6uFluKO
8f6ae50834ed9ebe,,2016-07-29,2016,3,7,July,30,29,4,Friday,Ian Cohen,"Pkew Pkew Pkew, +One",,Pkew Pkew Pkew,+One,PKEW PKEW PKEW,False,"Toronto, Ontario",Toronto,Ontario,Canada,matched,1NiSzcyUSAxLuzNpHu4SAg,https://open.spotify.com/album/1NiSzcyUSAxLuzNpHu4SAg,2wLjuls619sr3fihBDQigt,Pkew Pkew Pkew,+ One,2017-07-11,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273a857fdb6d5bee7a2834645b0,matched,https://i.scdn.co/image/ab6761610000e5eb4accdef49c13e3bd8d38c8a4,https://open.spotify.com/artist/2wLjuls619sr3fihBDQigt
c1a656c741188b9c,,2016-08-01,2016,3,8,August,31,1,0,Monday,Brad Sanders,"Denouncement Pyre, Black Sun Unbound",,Denouncement Pyre,Black Sun Unbound,DENOUNCEMENT PYRE,False,"Melbourne, Australia",Melbourne,,Australia,matched,3T8HZoAAVvnWGohhBKnu5Y,https://open.spotify.com/album/3T8HZoAAVvnWGohhBKnu5Y,5p0ieCKXrEO44a9FPRMvIL,Denouncement Pyre,Black Sun Unbound,2016-07-22,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273029ea16f2e13b495b1f1a3ea,matched,https://i.scdn.co/image/ab67616d0000b273029ea16f2e13b495b1f1a3ea,https://open.spotify.com/artist/5p0ieCKXrEO44a9FPRMvIL
35a08249f21896d2,,2016-08-02,2016,3,8,August,31,2,1,Tuesday,Joe Darling,"Hieroglyphic Being, The Disco's of Imhotep",,Hieroglyphic Being,The Disco's of Imhotep,Independent Artist,True,"Chicago, Illinois",Chicago,Illinois,United States,no_match,,,,,,,,,,,,,
28c963f40aaa8d85,,2016-08-03,2016,3,8,August,31,3,2,Wednesday,Maura Johnston,"Terribly Yours, A Bloom Beyond",,Terribly Yours,A Bloom Beyond,Independent Artist,True,"Brooklyn, New York",New York,New York,United States,matched,7dQT7GqZnd0HKL3xYLkvlk,https://open.spotify.com/album/7dQT7GqZnd0HKL3xYLkvlk,2KUGSeG0dDltA0fnaghpxm,Terribly Yours,A Bloom Beyond,2016-07-29,day,album,10.0,https://i.scdn.co/image/ab67616d0000b273ab7004a58824f94028397672,matched,https://i.scdn.co/image/ab67616d0000b273ab7004a58824f94028397672,https://open.spotify.com/artist/2KUGSeG0dDltA0fnaghpxm
c66fd92c54ae205c,,2016-08-05,2016,3,8,August,31,5,4,Friday,Michaelangelo Matos,"Steven Julien, Fallen",,Steven Julien,Fallen,Independent Artist,True,"London, United Kingdom",London,,United Kingdom,matched,5KN2kPU4ERYoNaA4qaDNTD,https://open.spotify.com/album/5KN2kPU4ERYoNaA4qaDNTD,37pVxtkN0BLmY6QOliGkJK,Steven Julien,Fallen,2016-07-15,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273e162224bc194cd0b2104fd2d,matched,https://i.scdn.co/image/ab6761610000e5eba09834d5d98189a4f1a76a07,https://open.spotify.com/artist/37pVxtkN0BLmY6QOliGkJK
314f777f63ba8644,,2016-08-08,2016,3,8,August,32,8,0,Monday,Philip Sherburne,"Mike & Rich, Expert Knob Twiddlers",,Mike & Rich,Expert Knob Twiddlers,Mike & Rich,False,United Kingdom,,,United Kingdom,matched,0HlGVb8TqEG6hlE9OVhCxW,https://open.spotify.com/album/0HlGVb8TqEG6hlE9OVhCxW,6J3zaNqIk0fXXFhpbLDg0H,Mike & Rich,Expert Knob Twiddlers,1996,year,album,17.0,https://i.scdn.co/image/ab67616d0000b27329201507e03fe6b2bef3b3a1,matched,https://i.scdn.co/image/ab67616d0000b27329201507e03fe6b2bef3b3a1,https://open.spotify.com/artist/6J3zaNqIk0fXXFhpbLDg0H
926a0120023e3465,,2016-08-10,2016,3,8,August,32,10,2,Wednesday,Mosi Reeves,"Jordan Rakei, Cloak",,Jordan Rakei,Cloak,Independent Artist,True,"Brisbane, Australia",Brisbane,,Australia,matched,6iuOPJ2AAEdG71e5Y1mDMy,https://open.spotify.com/album/6iuOPJ2AAEdG71e5Y1mDMy,24icoQNJSEWNu3XvqKBR68,Jordan Rakei,Cloak,2016-06-03,day,album,13.0,https://i.scdn.co/image/ab67616d0000b2733e9aa9400507f3ed9aa040c3,matched,https://i.scdn.co/image/ab6761610000e5eb36df3b7306689e78f012c7fe,https://open.spotify.com/artist/24icoQNJSEWNu3XvqKBR68
68355f0803547315,,2016-08-11,2016,3,8,August,32,11,3,Thursday,J. Edward Keyes,"VATS, Green Glass Room",,VATS,Green Glass Room,Independent Artist,True,"Seattle, Washington",Seattle,Washington,United States,no_match,,,,,,,,,,,,,
d57aa3298f7d10e1,,2016-08-12,2016,3,8,August,32,12,4,Friday,Sophie Weiner,"of Montreal, Innocence Reaches",,of Montreal,Innocence Reaches,Independent Artist,True,"Athens, Georgia",Athens,Georgia,United States,matched,4RjnrESAwwxWFkgelcgMCI,https://open.spotify.com/album/4RjnrESAwwxWFkgelcgMCI,5xeBMeW0YzWIXSVzAxhM8O,of Montreal,Innocence Reaches,2016-08-12,day,album,12.0,https://i.scdn.co/image/ab67616d0000b273268e02c67799b1ff5ab79143,matched,https://i.scdn.co/image/ab6761610000e5eb7fa764f34e8dc00212ff25fd,https://open.spotify.com/artist/5xeBMeW0YzWIXSVzAxhM8O
